fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,retardant_tank_float,retardant_door_open,beacon_start_stop_recording,arm_retardant_tank_door,gear_up_and_locked,flight_id
139,TR,07:04.0,1066.04,10,V,222.09,-189.52,228.01,68.11,94.76,195.44,-97.72,-94.76,-0.1,0.95,84.77,1129.3,19.78,-1.87,-0.06,2816.23,0,1,0,0,101
140,TR,07:04.1,1066.06,10,P,236.9,-207.28,239.86,76.99,68.11,207.28,-71.07,-76.99,-0.69,1.13,87.52,1183.98,19.79,-1.79,0.03,2813.09,0,1,0,0,101
141,TR,07:04.1,1066.11,10,V,236.9,-207.28,236.9,76.99,100.68,210.25,-91.8,-53.3,-0.31,0.97,86.42,1183.98,19.79,-1.71,0.06,2813.09,0,1,0,0,101
142,TR,07:04.1,1066.14,10,P,233.93,-225.05,245.78,76.99,76.99,192.48,-115.49,-82.91,-0.82,1.13,88.62,1129.3,19.79,-1.69,0.09,2811.52,0,1,0,0,101
143,TR,07:04.3,1066.26,10,V,222.09,-177.67,210.25,53.3,68.11,180.63,-71.07,-76.99,-0.22,0.97,87.79,1238.67,19.79,-1.94,0.18,2819.38,0,1,0,0,101
144,TR,07:04.3,1066.29,10,P,225.05,-201.36,228.01,50.34,56.26,183.59,-97.72,-74.03,-1.05,1.15,86.69,1238.67,19.79,-2.04,0.24,2814.66,0,1,0,0,101
145,TR,07:04.3,1066.34,10,V,236.9,-213.21,242.82,65.15,68.11,201.36,-151.02,-79.95,-0.46,0.98,88.9,1211.33,19.79,-2.17,0.3,2825.66,0,1,0,0,101
146,TR,07:04.4,1066.36,10,P,254.66,-216.17,245.78,82.91,79.95,198.4,-145.1,-76.99,-1.26,1.16,88.62,1320.7,19.79,-2.25,0.3,2825.66,0,1,0,0,101
147,TR,07:04.4,1066.39,10,V,254.66,-201.36,233.93,79.95,121.41,192.48,-112.53,-44.42,-0.67,0.95,88.62,1211.33,19.79,-2.25,0.36,2825.66,0,1,0,0,101
148,TR,07:04.4,1066.44,10,P,251.7,-236.9,260.59,74.03,71.07,171.75,-97.72,-50.34,-1.51,1.11,88.62,1266.02,19.79,-2.3,0.48,2827.24,0,1,0,0,101
149,TR,07:04.5,1066.46,10,V,236.9,-222.09,248.74,62.19,103.64,183.59,-121.41,-53.3,-0.85,0.94,90.27,1183.98,19.79,-2.27,0.54,2827.24,0,1,0,0,101
150,TR,07:04.5,1066.51,10,P,245.78,-213.21,236.9,79.95,76.99,183.59,-109.56,-59.22,-1.49,1.11,88.62,1238.67,19.78,-2.2,0.72,2827.24,0,1,0,0,101
151,TR,07:04.5,1066.54,10,V,239.86,-195.44,216.17,65.15,91.8,177.67,-71.07,-17.77,-0.53,0.86,88.62,1211.33,19.77,-2.25,0.66,2828.81,0,1,0,0,101
152,TR,07:04.6,1066.59,10,P,239.86,-213.21,242.82,71.07,88.84,151.02,-115.49,-14.81,-1.35,0.99,90,1211.33,19.79,-2.25,0.81,2828.81,0,1,0,0,101
153,TR,07:04.6,1066.61,10,V,239.86,-225.05,245.78,68.11,94.76,159.9,-142.14,-2.96,-0.6,0.85,88.62,1183.98,19.77,-2.3,0.93,2827.24,0,1,0,0,101
154,TR,07:04.6,1066.64,10,P,260.59,-239.86,263.55,85.87,79.95,171.75,-151.02,0,-1.18,1.11,87.24,1266.02,19.79,-2.35,1.02,2828.81,0,1,0,0,101
155,TR,07:04.7,1066.69,10,V,275.39,-248.74,275.39,85.87,91.8,198.4,-103.64,41.46,-0.74,0.96,88.62,1129.3,19.75,-2.35,1.14,2824.09,0,1,0,0,101
156,TR,07:04.7,1066.71,10,P,272.43,-254.66,284.28,82.91,76.99,198.4,-88.84,32.57,-1.33,1.13,88.62,1129.3,19.79,-2.3,1.08,2822.52,0,1,0,0,101
157,TR,07:04.8,1066.76,10,V,263.55,-239.86,263.55,79.95,103.64,180.63,-56.26,44.42,-0.7,0.93,83.39,1101.95,19.79,-2.4,1.38,2816.23,0,1,0,0,101
158,TR,07:04.8,1066.79,10,P,272.43,-242.82,269.47,82.91,82.91,165.83,-112.53,20.73,-1.63,1.13,86.69,1101.95,19.77,-2.45,1.35,2816.23,0,1,0,0,101
159,TR,07:04.8,1066.81,10,V,263.55,-236.9,266.51,74.03,103.64,168.79,-136.22,29.61,-1.18,0.96,87.79,1129.3,19.79,-2.5,1.41,2816.23,0,1,0,0,101
160,TR,07:04.9,1066.86,10,P,269.47,-242.82,269.47,76.99,82.91,156.94,-106.6,50.34,-1.92,1.15,88.62,1156.64,19.77,-2.66,1.77,2809.94,0,1,0,0,101
161,TR,07:04.9,1066.89,10,V,260.59,-236.9,266.51,65.15,100.68,171.75,-79.95,79.95,-0.86,0.91,90,1047.27,19.79,-2.66,1.8,2808.37,0,1,0,0,101
162,TR,07:04.9,1066.94,10,P,260.59,-263.55,290.2,76.99,94.76,186.56,-124.37,94.76,-1.82,1.07,88.62,1101.95,19.78,-2.89,2.04,2806.8,0,1,0,0,101
163,TR,07:05.0,1066.96,10,V,257.62,-254.66,287.24,82.91,115.49,189.52,-139.18,88.84,-0.96,0.9,89.72,1101.95,19.79,-2.86,2.22,2805.23,0,1,0,0,101
164,TR,07:05.0,1066.99,10,P,284.28,-269.47,290.2,94.76,91.8,183.59,-109.56,71.07,-1.4,1.08,91.92,1047.27,19.79,-2.89,2.22,2803.66,0,1,0,0,101
165,TR,07:05.0,1067.04,10,V,287.24,-260.59,281.31,94.76,118.45,174.71,-106.6,100.68,-0.71,0.89,91.92,1074.61,19.78,-2.89,2.37,2803.66,0,1,0,0,101
166,TR,07:05.1,1067.06,10,P,284.28,-263.55,290.2,97.72,94.76,171.75,-127.33,88.84,-1.25,1.06,93.03,1074.61,19.79,-2.89,2.58,2803.66,0,1,0,0,101
167,TR,07:05.1,1067.11,10,V,254.66,-263.55,293.16,68.11,91.8,177.67,-115.49,109.56,-0.69,0.89,89.72,1211.33,19.78,-2.84,2.49,2800.51,0,1,0,0,101
168,TR,07:05.1,1067.14,10,P,257.62,-263.55,287.24,76.99,71.07,171.75,-97.72,106.6,-1.88,1.1,91.92,1129.3,19.78,-2.78,2.61,2803.66,0,1,0,0,101
169,TR,07:05.2,1067.19,10,V,263.55,-242.82,266.51,79.95,76.99,153.98,-130.29,112.53,-0.78,0.95,93.03,1183.98,19.79,-2.84,2.61,2795.8,0,1,0,0,101
170,TR,07:05.2,1067.21,10,P,266.51,-248.74,272.43,85.87,85.87,145.1,-156.94,88.84,-1.94,1.15,93.3,1183.98,19.77,-2.78,2.61,2789.51,0,1,0,0,101
171,TR,07:05.2,1067.24,10,V,260.59,-242.82,272.43,76.99,115.49,153.98,-153.98,103.64,-0.81,0.85,90.82,1211.33,19.77,-2.76,2.73,2786.37,0,1,0,0,101
172,TR,07:05.3,1067.29,10,P,269.47,-278.35,305,82.91,94.76,171.75,-100.68,109.56,-2.17,1.07,89.17,1074.61,19.81,-2.61,2.58,2776.94,0,1,0,0,101
173,TR,07:05.3,1067.31,10,V,260.59,-263.55,290.2,76.99,115.49,183.59,-100.68,112.53,-0.87,0.85,91.92,1074.61,19.79,-2.5,2.64,2772.22,0,1,0,0,101
174,TR,07:05.3,1067.34,10,P,266.51,-272.43,299.08,88.84,79.95,189.52,-127.33,91.8,-1.22,1.16,86.42,1129.3,19.75,-2.48,2.76,2761.22,0,1,0,0,101
175,TR,07:05.4,1067.39,10,V,275.39,-260.59,284.28,76.99,97.72,177.67,-91.8,124.37,-0.63,0.84,90.27,1183.98,19.77,-2.38,2.64,2743.93,0,1,0,0,101
176,TR,07:05.4,1067.41,10,P,281.31,-260.59,281.31,88.84,71.07,171.75,-88.84,97.72,-1.17,1.13,88.62,1129.3,19.77,-2.4,2.64,2740.78,0,1,0,0,101
177,TR,07:05.5,1067.46,10,V,248.74,-236.9,263.55,74.03,109.56,153.98,-151.02,71.07,-0.61,0.84,92.2,1074.61,19.79,-2.5,2.64,2729.78,0,1,0,0,101
178,TR,07:05.5,1067.49,10,P,251.7,-254.66,278.35,68.11,68.11,165.83,-106.6,79.95,-1.59,1.15,91.92,1074.61,19.79,-2.5,2.7,2729.78,0,1,0,0,101
179,TR,07:05.5,1067.51,10,V,251.7,-260.59,287.24,53.3,76.99,168.79,-85.87,106.6,-1.51,0.94,85.59,1101.95,19.79,-2.5,2.7,2723.49,0,1,0,0,101
180,TR,07:05.6,1067.56,10,P,251.7,-248.74,275.39,91.8,100.68,168.79,-118.45,47.38,-1.56,1.13,88.62,1101.95,19.77,-2.55,2.49,2718.78,0,1,0,0,101
181,TR,07:05.6,1067.59,10,V,263.55,-248.74,278.35,85.87,109.56,162.87,-115.49,53.3,-1.06,0.89,88.62,1074.61,19.79,-2.61,2.52,2717.21,0,1,0,0,101
182,TR,07:05.6,1067.64,10,P,281.31,-254.66,281.31,82.91,100.68,177.67,-139.18,71.07,-1.47,1.07,86.97,1074.61,19.79,-2.71,2.55,2718.78,0,1,0,0,101
183,TR,07:05.7,1067.66,10,V,269.47,-254.66,281.31,79.95,94.76,180.63,-124.37,59.22,-0.96,0.89,88.07,1156.64,19.79,-2.66,2.43,2715.63,0,1,0,0,101
184,TR,07:05.7,1067.69,10,P,260.59,-260.59,281.31,88.84,88.84,180.63,-97.72,41.46,-1.71,1.1,89.72,1129.3,19.77,-2.71,2.34,2720.35,0,1,0,0,101
185,TR,07:05.7,1067.74,10,V,257.62,-242.82,275.39,85.87,85.87,183.59,-127.33,38.5,-1,0.98,90.82,1074.61,19.77,-2.61,2.49,2718.78,0,1,0,0,101
186,TR,07:05.8,1067.76,10,P,260.59,-239.86,275.39,85.87,91.8,174.71,-121.41,32.57,-1.92,1.1,88.62,1156.64,19.79,-2.61,2.34,2725.06,0,1,0,0,101
187,TR,07:05.8,1067.79,10,V,251.7,-236.9,263.55,71.07,94.76,174.71,-106.6,38.5,-0.72,0.92,89.72,1156.64,19.79,-2.55,2.25,2721.92,0,1,0,0,101
188,TR,07:05.8,1067.84,10,P,248.74,-239.86,269.47,74.03,97.72,168.79,-145.1,26.65,-1.47,1.04,90.82,1129.3,19.79,-2.61,2.31,2726.64,0,1,0,0,101
189,TR,07:05.9,1067.86,10,V,242.82,-230.97,263.55,71.07,100.68,177.67,-151.02,38.5,-0.57,0.91,89.72,1211.33,19.79,-2.5,2.07,2726.64,0,1,0,0,101
190,TR,07:05.9,1067.89,10,P,254.66,-254.66,272.43,82.91,79.95,180.63,-136.22,29.61,-1.54,1.09,85.87,1156.64,19.77,-2.5,2.04,2725.06,0,1,0,0,101
191,TR,07:05.9,1067.94,10,V,257.62,-242.82,263.55,88.84,88.84,177.67,-91.8,17.77,-0.68,0.93,89.72,1074.61,19.81,-2.48,2.13,2725.06,0,1,0,0,101
192,TR,07:06.0,1067.96,10,P,257.62,-242.82,266.51,91.8,88.84,162.87,-109.56,8.88,-1.53,1.12,89.72,1074.61,19.81,-2.43,1.89,2723.49,0,1,0,0,101
193,TR,07:06.0,1067.99,10,V,248.74,-236.9,260.59,88.84,121.41,151.02,-136.22,17.77,-0.85,0.93,90,1183.98,19.77,-2.55,2.01,2721.92,0,1,0,0,101
194,TR,07:06.0,1068.04,10,P,257.62,-254.66,278.35,82.91,88.84,168.79,-97.72,20.73,-1.58,1.09,90.27,1156.64,19.77,-2.66,2.01,2720.35,0,1,0,0,101
195,TR,07:06.1,1068.06,10,V,248.74,-242.82,275.39,74.03,88.84,186.56,-112.53,23.69,-0.87,0.93,91.1,1183.98,19.79,-2.66,1.86,2718.78,0,1,0,0,101
196,TR,07:06.1,1068.09,10,P,245.78,-242.82,272.43,82.91,85.87,186.56,-148.06,14.81,-1.3,1.11,88.9,1074.61,19.79,-2.71,1.92,2715.63,0,1,0,0,101
197,TR,07:06.1,1068.14,10,V,257.62,-239.86,260.59,76.99,85.87,186.56,-112.53,14.81,-0.56,0.95,91.92,1101.95,19.79,-2.76,1.8,2712.49,0,1,0,0,101
198,TR,07:06.2,1068.16,10,P,260.59,-242.82,275.39,82.91,71.07,180.63,-121.41,5.92,-1.45,1.17,91.92,1101.95,19.79,-2.71,1.83,2712.49,0,1,0,0,101
199,TR,07:06.2,1068.19,10,V,254.66,-239.86,269.47,76.99,100.68,174.71,-142.14,0,-0.96,0.94,89.72,1074.61,19.79,-2.66,1.95,2704.63,0,1,0,0,101
200,TR,07:06.2,1068.24,10,P,248.74,-239.86,272.43,82.91,91.8,177.67,-133.25,-2.96,-1.51,1.16,89.17,1074.61,19.79,-2.61,1.8,2704.63,0,1,0,0,101
201,TR,07:06.3,1068.26,10,V,245.78,-239.86,266.51,71.07,97.72,183.59,-112.53,14.81,-0.86,0.93,90.82,1074.61,19.79,-2.61,1.83,2706.2,0,1,0,0,101
202,TR,07:06.3,1068.31,10,P,248.74,-242.82,269.47,85.87,103.64,186.56,-115.49,2.96,-1.55,1.11,85.87,1156.64,19.81,-2.58,1.86,2704.63,0,1,0,0,101
203,TR,07:06.3,1068.34,10,V,251.7,-230.97,260.59,82.91,100.68,186.56,-145.1,-5.92,-0.52,0.86,89.72,1074.61,19.79,-2.53,1.68,2701.49,0,1,0,0,101
204,TR,07:06.4,1068.36,10,P,251.7,-242.82,272.43,94.76,88.84,186.56,-153.98,-20.73,-1.23,1.05,84.49,1129.3,19.79,-2.5,1.71,2706.2,0,1,0,0,101
205,TR,07:06.4,1068.41,10,V,263.55,-239.86,272.43,85.87,94.76,192.48,-115.49,-8.88,-0.68,0.91,84.77,1211.33,19.79,-2.66,1.68,2712.49,0,1,0,0,101
206,TR,07:06.4,1068.44,10,P,257.62,-254.66,281.31,103.64,115.49,183.59,-112.53,-14.81,-1.36,1.07,84.21,1129.3,19.81,-2.61,1.74,2712.49,0,1,0,0,101
207,TR,07:06.5,1068.54,10,V,245.78,-233.93,257.62,82.91,91.8,177.67,-162.87,-11.84,-0.59,0.87,84.21,1211.33,19.79,-2.76,1.8,2717.21,0,1,0,0,101
208,TR,07:06.6,1068.64,10,P,254.66,-254.66,281.31,91.8,103.64,195.44,-130.29,-2.96,-1.57,1.1,84.49,1156.64,19.79,-2.76,1.86,2723.49,0,1,0,0,101
209,TR,07:06.7,1068.66,10,V,257.62,-254.66,287.24,82.91,109.56,210.25,-162.87,8.88,-0.45,0.93,84.49,1129.3,19.77,-2.78,1.77,2721.92,0,1,0,0,101
210,TR,07:06.7,1068.69,10,P,272.43,-263.55,296.12,100.68,85.87,210.25,-177.67,14.81,-1.47,1.11,87.52,1183.98,19.77,-2.81,1.86,2721.92,0,1,0,0,101
211,TR,07:06.7,1068.74,10,V,272.43,-266.51,293.16,103.64,106.6,213.21,-88.84,29.61,-0.35,0.94,95.5,1183.98,19.79,-2.76,1.83,2721.92,0,1,0,0,101
212,TR,07:06.8,1068.76,10,P,278.35,-275.39,307.96,112.53,94.76,210.25,-103.64,8.88,-1.54,1.14,94.4,1156.64,19.79,-2.71,1.8,2721.92,0,1,0,0,101
213,TR,07:06.8,1068.79,10,V,275.39,-260.59,290.2,100.68,136.22,219.13,-148.06,8.88,-0.87,0.95,94.68,1183.98,19.77,-2.76,1.86,2720.35,0,1,0,0,101
214,TR,07:06.8,1068.84,10,P,281.31,-260.59,296.12,103.64,103.64,207.28,-139.18,26.65,-1.56,1.12,95.23,1156.64,19.79,-2.76,1.92,2717.21,0,1,0,0,101
215,TR,07:06.9,1068.86,10,V,266.51,-260.59,290.2,88.84,112.53,213.21,-103.64,32.57,-0.64,0.93,93.58,1183.98,19.77,-2.76,1.83,2723.49,0,1,0,0,101
216,TR,07:06.9,1068.89,10,P,263.55,-260.59,293.16,106.6,97.72,210.25,-68.11,32.57,-1.19,1.07,93.58,1129.3,19.79,-2.76,1.8,2723.49,0,1,0,0,101
217,TR,07:06.9,1068.94,10,V,260.59,-254.66,281.31,94.76,100.68,195.44,-151.02,17.77,-0.7,0.93,96.33,1183.98,19.81,-2.89,1.89,2721.92,0,1,0,0,101
218,TR,07:07.0,1068.96,10,P,260.59,-254.66,281.31,109.56,100.68,189.52,-183.59,14.81,-1.2,1.03,96.33,1101.95,19.77,-2.86,1.74,2723.49,0,1,0,0,101
219,TR,07:07.0,1068.99,10,V,269.47,-254.66,284.28,91.8,112.53,195.44,-153.98,26.65,-0.65,0.9,93.3,1156.64,19.79,-2.91,1.77,2725.06,0,1,0,0,101
220,TR,07:07.0,1069.04,10,P,263.55,-272.43,299.08,106.6,121.41,207.28,-85.87,20.73,-1.22,1.04,92.2,1101.95,19.79,-2.99,1.77,2723.49,0,1,0,0,101
221,TR,07:07.1,1069.06,10,V,269.47,-272.43,296.12,97.72,112.53,216.17,-85.87,11.84,-0.66,0.93,91.92,1156.64,19.79,-3.09,1.68,2725.06,0,1,0,0,101
222,TR,07:07.1,1069.09,10,P,269.47,-269.47,299.08,115.49,109.56,210.25,-127.33,14.81,-1.72,1.13,88.9,1211.33,19.77,-3.12,1.8,2725.06,0,1,0,0,101
223,TR,07:07.1,1069.11,10,V,269.47,-254.66,290.2,109.56,133.25,210.25,-159.9,14.81,-1.01,0.97,90.82,1156.64,19.81,-3.12,1.92,2726.64,0,1,0,0,101
224,TR,07:07.2,1069.16,10,P,275.39,-266.51,296.12,109.56,94.76,177.67,-171.75,8.88,-1.71,1.13,86.97,1074.61,19.77,-2.96,1.68,2728.21,0,1,0,0,101
225,TR,07:07.2,1069.19,10,V,269.47,-260.59,287.24,94.76,124.37,189.52,-118.45,20.73,-0.3,0.87,85.59,1211.33,19.79,-2.96,1.83,2721.92,0,1,0,0,101
226,TR,07:07.2,1069.24,10,P,269.47,-263.55,287.24,112.53,133.25,207.28,-130.29,20.73,-1.32,1.05,88.62,1156.64,19.79,-2.94,1.71,2725.06,0,1,0,0,101
227,TR,07:07.3,1069.26,10,V,266.51,-254.66,284.28,94.76,109.56,213.21,-142.14,20.73,-0.65,0.87,86.69,1183.98,19.79,-2.96,1.74,2726.64,0,1,0,0,101
228,TR,07:07.3,1069.29,10,P,260.59,-272.43,299.08,97.72,85.87,201.36,-142.14,5.92,-1.41,1.13,86.14,1074.61,19.79,-2.86,1.74,2728.21,0,1,0,0,101
229,TR,07:07.3,1069.34,10,V,272.43,-266.51,296.12,103.64,106.6,192.48,-136.22,5.92,-0.94,0.99,91.92,1266.02,19.79,-2.94,1.62,2728.21,0,1,0,0,101
230,TR,07:07.4,1069.36,10,P,281.31,-272.43,296.12,118.45,127.33,189.52,-133.25,2.96,-1.44,1.12,93.3,1183.98,19.77,-2.94,1.71,2726.64,0,1,0,0,101
231,TR,07:07.4,1069.39,10,V,302.04,-266.51,290.2,106.6,115.49,201.36,-139.18,32.57,-0.75,0.94,86.14,1156.64,19.77,-2.91,1.77,2729.78,0,1,0,0,101
232,TR,07:07.9,1069.86,10,P,266.51,-269.47,302.04,100.68,97.72,198.4,-82.91,17.77,-1.48,1.11,92.2,1156.64,19.79,-2.99,1.83,2726.64,0,1,0,0,101
233,TR,07:07.9,1069.91,10,V,266.51,-260.59,290.2,82.91,94.76,204.32,-136.22,2.96,-0.99,0.94,93.03,1238.67,19.81,-3.09,1.74,2725.06,0,1,0,0,101
234,TR,07:08.1,1070.06,10,P,284.28,-287.24,319.81,118.45,109.56,201.36,-156.94,-2.96,-1.95,1.15,93.85,1156.64,19.79,-3.22,1.74,2726.64,0,1,0,0,101
235,TR,07:08.1,1070.09,10,V,287.24,-272.43,302.04,106.6,124.37,219.13,-162.87,20.73,-0.39,0.87,93.58,1156.64,19.79,-3.17,1.8,2726.64,0,1,0,0,101
236,TR,07:08.1,1070.11,10,P,290.2,-284.28,307.96,112.53,97.72,216.17,-153.98,14.81,-1,1.03,93.03,1156.64,19.79,-3.09,1.86,2726.64,0,1,0,0,101
237,TR,07:08.2,1070.16,10,V,305,-272.43,302.04,109.56,118.45,207.28,-115.49,2.96,-0.75,0.93,95.23,1238.67,19.79,-3.12,1.8,2728.21,0,1,0,0,101
238,TR,07:08.2,1070.19,10,P,310.93,-284.28,310.93,133.25,127.33,201.36,-109.56,-2.96,-1.19,1.08,95.5,1074.61,19.79,-3.17,1.86,2721.92,0,1,0,0,101
239,TR,07:08.3,1070.29,10,V,284.28,-287.24,313.89,97.72,103.64,198.4,-142.14,14.81,-0.98,0.93,95.78,1211.33,19.79,-3.19,1.77,2726.64,0,1,0,0,101
240,TR,07:08.8,1070.81,10,P,290.2,-293.16,316.85,130.29,130.29,189.52,-180.63,17.77,-1.41,1.08,88.9,1074.61,19.78,-3.6,1.83,2703.06,0,1,0,0,101
241,TR,07:08.9,1070.91,10,V,310.93,-278.35,305,127.33,127.33,207.28,-133.25,23.69,-0.61,0.93,88.9,1019.92,19.79,-3.65,1.92,2709.35,0,1,0,0,101
242,TR,07:08.9,1070.94,10,P,302.04,-278.35,302.04,139.18,133.25,207.28,-159.9,2.96,-1.65,1.12,88.62,1047.27,19.77,-3.7,1.86,2712.49,0,1,0,0,101
243,TR,07:09.0,1070.96,10,V,299.08,-275.39,307.96,118.45,145.1,216.17,-142.14,2.96,-0.65,0.92,88.9,1047.27,19.79,-3.68,2.01,2712.49,0,1,0,0,101
244,TR,07:09.1,1071.11,10,P,313.89,-302.04,325.73,112.53,85.87,216.17,-151.02,26.65,-1.59,1.1,88.62,1156.64,19.78,-3.7,1.98,2707.77,0,1,0,0,101
245,TR,07:09.1,1071.14,10,V,290.2,-287.24,316.85,124.37,156.94,216.17,-148.06,23.69,-0.78,0.89,87.52,1074.61,19.79,-3.78,1.86,2709.35,0,1,0,0,101
246,TR,07:09.2,1071.19,10,P,296.12,-290.2,313.89,136.22,133.25,213.21,-139.18,2.96,-1.71,1.07,97.71,1101.95,19.79,-3.73,1.92,2706.2,0,1,0,0,101
247,TR,07:09.2,1071.21,10,V,302.04,-278.35,313.89,124.37,139.18,219.13,-133.25,0,-0.65,0.92,100.74,1074.61,19.75,-3.81,1.92,2706.2,0,1,0,0,101
248,TR,07:09.2,1071.24,10,P,299.08,-284.28,316.85,118.45,100.68,207.28,-156.94,-5.92,-1.5,1.12,93.03,1101.95,19.79,-3.73,1.86,2704.63,0,1,0,0,101
249,TR,07:09.3,1071.26,10,V,302.04,-296.12,325.73,118.45,124.37,198.4,-168.79,8.88,-1.21,0.99,96.61,1074.61,19.79,-3.81,1.89,2704.63,0,1,0,0,101
250,TR,07:09.3,1071.31,10,P,299.08,-290.2,325.73,130.29,130.29,201.36,-180.63,11.84,-1.63,1.12,102.11,1047.27,19.79,-3.76,1.83,2703.06,0,1,0,0,101
251,TR,07:09.5,1071.46,10,V,310.93,-296.12,325.73,130.29,142.14,219.13,-156.94,-20.73,-0.68,0.96,100.74,1101.95,19.79,-3.55,1.77,2696.77,0,1,0,0,101
252,TR,07:09.6,1071.61,10,P,299.08,-272.43,307.96,118.45,103.64,233.93,-177.67,-32.57,-1.64,1.09,91.92,1047.27,19.79,-4.11,1.5,2696.77,0,1,0,0,101
253,TR,07:09.6,1071.64,10,V,313.89,-269.47,299.08,112.53,112.53,236.9,-142.14,-23.69,-0.51,0.91,95.23,1019.92,19.79,-4.19,1.53,2699.91,0,1,0,0,101
254,TR,07:09.7,1071.66,10,P,307.96,-281.31,313.89,112.53,97.72,228.01,-142.14,-26.65,-0.98,1.04,93.03,1074.61,19.79,-4.14,1.53,2699.91,0,1,0,0,101
255,TR,07:09.8,1071.76,10,V,313.89,-296.12,322.77,112.53,109.56,219.13,-159.9,0,-0.81,0.91,104.04,1156.64,19.77,-4.37,1.41,2701.49,0,1,0,0,101
256,TR,07:10.0,1072.04,10,P,355.34,-302.04,328.69,151.02,145.1,239.86,-207.28,-50.34,-1.32,1.1,96.33,1101.95,19.78,-4.29,1.08,2693.63,0,1,0,0,101
257,TR,07:10.4,1072.36,10,V,337.58,-307.96,340.54,133.25,133.25,248.74,-136.22,-5.92,-0.67,0.93,97.71,1156.64,19.77,-4.65,0.66,2701.49,0,1,0,0,101
258,TR,07:11.1,1073.09,10,P,352.38,-337.58,367.19,148.06,130.29,225.05,-186.56,-2.96,-1.66,1.1,103.21,1183.98,19.81,-4.83,1.38,2688.91,0,1,0,0,101
259,TR,07:11.1,1073.11,10,V,340.54,-337.58,370.15,153.98,156.94,225.05,-186.56,-8.88,-1.4,0.97,103.21,1074.61,19.79,-4.75,1.35,2690.48,0,1,0,0,101
260,TR,07:11.2,1073.16,10,P,376.07,-343.5,376.07,162.87,130.29,248.74,-183.59,5.92,-1.71,1.12,99.91,1156.64,19.79,-4.83,1.62,2687.34,0,1,0,0,101
261,TR,07:11.2,1073.19,10,V,376.07,-331.65,370.15,162.87,156.94,248.74,-162.87,17.77,-1.07,0.9,99.91,1101.95,19.79,-4.88,1.53,2684.2,0,1,0,0,101
262,TR,07:11.6,1073.61,10,P,367.19,-355.34,390.88,148.06,127.33,257.62,-142.14,68.11,-1.69,1.1,98.53,992.58,19.79,-4.96,1.47,2670.05,0,1,0,0,101
263,TR,07:11.9,1073.94,10,V,352.38,-343.5,376.07,162.87,159.9,263.55,-186.56,20.73,-0.53,0.95,99.08,1238.67,19.79,-5.03,1.2,2666.91,0,1,0,0,101
264,TR,07:12.2,1074.16,10,P,364.23,-334.62,370.15,168.79,142.14,272.43,-186.56,-14.81,-0.69,1.1,99.91,1101.95,19.79,-4.83,1.08,2654.33,0,1,0,0,101
265,TR,07:12.3,1074.26,10,V,322.77,-328.69,364.23,159.9,145.1,245.78,-230.97,-17.77,-0.84,0.9,99.63,1183.98,19.79,-4.88,1.08,2646.47,0,1,0,0,101
266,TR,07:12.4,1074.44,10,P,337.58,-325.73,367.19,159.9,148.06,269.47,-222.09,-50.34,-0.84,1.11,99.91,1074.61,19.79,-5.16,0.99,2659.05,0,1,0,0,101
267,TR,07:12.5,1074.54,10,V,352.38,-343.5,379.03,180.63,148.06,266.51,-230.97,-65.15,-0.69,0.97,104.59,1156.64,19.81,-5.06,0.9,2671.62,0,1,0,0,101
268,TR,07:12.6,1074.56,10,P,361.27,-337.58,370.15,186.56,162.87,269.47,-219.13,-62.19,-0.8,1.1,101.01,1047.27,19.77,-5.06,0.96,2674.77,0,1,0,0,101
269,TR,07:12.7,1074.69,10,V,331.65,-340.54,373.11,162.87,156.94,275.39,-230.97,-68.11,-0.63,0.93,102.94,1074.61,19.77,-5.21,0.66,2684.2,0,1,0,0,101
270,TR,07:14.4,1076.39,10,P,381.99,-379.03,414.57,165.83,153.98,299.08,-201.36,53.3,-1.49,1.13,96.61,1156.64,19.79,-6.13,1.2,2695.2,0,1,0,0,101
271,TR,07:14.6,1076.56,10,V,379.03,-355.34,393.84,165.83,145.1,275.39,-198.4,-8.88,-1.11,0.92,94.4,1074.61,19.79,-6.29,1.02,2677.91,0,1,0,0,101
272,TR,07:14.6,1076.59,10,P,373.11,-373.11,405.68,162.87,139.18,287.24,-257.62,-8.88,-0.99,1.08,97.43,1156.64,19.79,-6.46,1.08,2668.48,0,1,0,0,101
273,TR,07:14.6,1076.61,10,V,373.11,-376.07,414.57,165.83,145.1,287.24,-269.47,-2.96,-1.27,0.93,99.63,1156.64,19.79,-6.59,1.17,2668.48,0,1,0,0,101
274,TR,07:14.7,1076.66,10,P,393.84,-390.88,423.45,183.59,162.87,307.96,-266.51,2.96,-1.23,1.09,104.04,1074.61,19.78,-6.9,0.93,2657.47,0,1,0,0,101
275,TR,07:14.8,1076.84,10,V,387.92,-367.19,408.65,183.59,151.02,278.35,-251.7,-23.69,-0.71,0.93,102.11,1156.64,19.79,-7.69,0.6,2649.62,0,1,0,0,101
